File;Radius(mm);Track area(normalized to cickle area);Linearized track area(normalized to cickle area);areas ratio (linearized to standard ); track lenght(mm);
data\Seq_0_Arena_1_1.xls; 10; 44,43934426229508; 317,8950819672131; 7,153460233141508; 1786,7895717213564; 
data\test.xls; 10; 3,4852459016393444; 3,6131147540983606; 1,0366886171213547; 43,96218132421723; 
